mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
417	417	3/8	3/8	6/8	29	1	1/8		1/8	1		6	54	12656
417	417	3/8	3/8	6/8	27	1	1/8		1/8	1		3	69	12650
417	417	3/8	3/8	6/8	24	1	1/8		1/8	1		2	74	12644
417	417	3/8	3/8	6/8	21	1	1/8		1/8	1		2	86	12638
417	417	1/2	1/2	6/8	30	1	1/8		1/8	1		4	40	12663
417	417	1/2	1/2	6/8	16	1	1/8		1/8	1		0	48	12633
417	417	1/2	1/2	6/8	29	1	1/8		1/8	1		4	52	12657
417	417	1/2	1/2	6/8	27	1	1/8		1/8	1		3	69	12651
417	417	1/2	1/2	6/8	24	1	1/8		1/8	1		4	76	12645
417	417	1/2	1/2	6/8	21	1	1/8		1/8	1		4	88	12639
417	417	5/8	5/8	6/8	30	1	1/8		1/8	1		2	38	12664
417	417	5/8	5/8	6/8	16	1	1/8		1/8	1		0	48	12634
417	417	5/8	5/8	6/8	29	1	1/8		1/8	1		2	50	12658
417	417	5/8	5/8	6/8	27	1	1/8		1/8	1		3	69	12652
417	417	5/8	5/8	6/8	24	1	1/8		1/8	1		6	78	12646
417	417	5/8	5/8	6/8	21	1	1/8		1/8	1		6	90	12640
418	418	0	0	6/8	30	1	1/4		1/4	1		1	31	12699
418	418	0	0	6/8	16	1	1/4		1/4	1		1	43	12678
418	418	0	0	6/8	29	1	1/4		1/4	1		1	43	12694
418	418	0	0	6/8	14	1	3/4		1/2	3/2		5	47	12674
418	418	0	0	6/8	7	1	3/4		1/2	3/2		5	59	12668
418	418	0	0	6/8	8	1	3/4		1/2	3/2		5	59	12669
418	418	0	0	6/8	9	1	3/4		1/2	3/2		5	59	12670
418	418	0	0	6/8	12	1	3/4		1/2	3/2		5	59	12672
418	418	0	0	6/8	13	1	3/4		1/2	3/2		5	59	12673
418	418	0	0	6/8	27	1	1/4		1/4	1		5	71	12689
418	418	0	0	6/8	3	1	3/4		1/2	3/2		5	71	12665
418	418	0	0	6/8	5	1	3/4		1/2	3/2		5	71	12667
418	418	0	0	6/8	11	1	3/4		1/2	3/2		5	71	12671
418	418	0	0	6/8	24	1	1/4		1/4	1		1	79	12684
418	418	0	0	6/8	3	1	3/4		1/2	3/2		5	83	12665
418	418	0	0	6/8	4	1	3/4		1/2	3/2		5	83	12666
418	418	0	0	6/8	21	1	1/4		1/4	1		1	91	12679
418	418	1/4	1/4	6/8	30	1	1/8		1/8	1		1	43	12700
418	418	1/4	1/4	6/8	29	1	1/8		1/8	1		1	55	12695
418	418	1/4	1/4	6/8	27	1	1/8		1/8	1		5	71	12690
418	418	1/4	1/4	6/8	24	1	1/8		1/8	1		2	74	12685
418	418	1/4	1/4	6/8	21	1	1/8		1/8	1		2	86	12680
418	418	3/8	3/8	6/8	30	1	1/8		1/8	1		9	39	12701
418	418	3/8	3/8	6/8	15	1	1/8		1/8	1		5	47	12675
418	418	3/8	3/8	6/8	29	1	1/8		1/8	1		9	51	12696
418	418	3/8	3/8	6/8	27	1	1/8		1/8	1		6	66	12691
418	418	3/8	3/8	6/8	24	1	1/8		1/8	1		5	71	12686
418	418	3/8	3/8	6/8	21	1	1/8		1/8	1		5	83	12681
418	418	1/2	1/2	6/8	30	1	1/8		1/8	1		4	40	12702
418	418	1/2	1/2	6/8	15	1	1/8		1/8	1		5	47	12676
418	418	1/2	1/2	6/8	29	1	1/8		1/8	1		4	52	12697
418	418	1/2	1/2	6/8	27	1	1/8		1/8	1		5	71	12692
418	418	1/2	1/2	6/8	24	1	1/8		1/8	1		7	73	12687
418	418	1/2	1/2	6/8	21	1	1/8		1/8	1		7	85	12682
418	418	5/8	5/8	6/8	30	1	1/8		1/8	1		6	42	12703
418	418	5/8	5/8	6/8	15	1	1/8		1/8	1		5	47	12677
418	418	5/8	5/8	6/8	29	1	1/8		1/8	1		6	54	12698
418	418	5/8	5/8	6/8	27	1	1/8		1/8	1		5	71	12693
418	418	5/8	5/8	6/8	24	1	1/8		1/8	1		9	75	12688
418	418	5/8	5/8	6/8	21	1	1/8		1/8	1		9	87	12683
419	419	0	0	6/8	30	1	1/4		1/4	1		1	43	12740
419	419	0	0	6/8	14	1	3/4		1/2	3/2		1	43	12713
419	419	0	0	6/8	15	1	1/4		1/4	1		4	52	12714
419	419	0	0	6/8	29	1	1/4		1/4	1		1	55	12735
419	419	0	0	6/8	7	1	3/4		1/2	3/2		1	55	12707
419	419	0	0	6/8	8	1	3/4		1/2	3/2		1	55	12708
419	419	0	0	6/8	9	1	3/4		1/2	3/2		1	55	12709
419	419	0	0	6/8	12	1	3/4		1/2	3/2		1	55	12711
419	419	0	0	6/8	13	1	3/4		1/2	3/2		1	55	12712
419	419	0	0	6/8	3	1	3/4		1/2	3/2		1	67	12704
419	419	0	0	6/8	5	1	3/4		1/2	3/2		1	67	12706
419	419	0	0	6/8	11	1	3/4		1/2	3/2		1	67	12710
419	419	0	0	6/8	27	1	1/4		1/4	1		5	71	12730
419	419	0	0	6/8	24	1	1/4		1/4	1		4	76	12725
419	419	0	0	6/8	3	1	3/4		1/2	3/2		1	79	12704
419	419	0	0	6/8	4	1	3/4		1/2	3/2		1	79	12705
419	419	0	0	6/8	21	1	1/4		1/4	1		4	88	12720
419	419	1/4	1/4	6/8	15	1	1/8		1/8	1		5	47	12715
419	419	1/4	1/4	6/8	30	1	1/8		1/8	1		5	47	12741
419	419	1/4	1/4	6/8	29	1	1/8		1/8	1		5	59	12736
419	419	1/4	1/4	6/8	27	1	1/8		1/8	1		1	67	12731
419	419	1/4	1/4	6/8	24	1	1/8		1/8	1		5	71	12726
419	419	1/4	1/4	6/8	21	1	1/8		1/8	1		5	83	12721
419	419	3/8	3/8	6/8	16	1	1/8		1/8	1		1	43	12717
419	419	3/8	3/8	6/8	30	1	1/8		1/8	1		5	47	12742
419	419	3/8	3/8	6/8	15	1	1/4		1/4	1		5	47	12716
419	419	3/8	3/8	6/8	29	1	1/8		1/8	1		5	59	12737
419	419	3/8	3/8	6/8	27	1	1/8		1/8	1		1	67	12732
419	419	3/8	3/8	6/8	21	1	1/8		1/8	1		1	79	12722
419	419	3/8	3/8	6/8	24	1	1/8		1/8	1		1	79	12727
419	419	1/2	1/2	6/8	16	1	1/8		1/8	1		1	43	12718
419	419	1/2	1/2	6/8	30	1	1/8		1/8	1		0	48	12743
419	419	1/2	1/2	6/8	29	1	1/8		1/8	1		0	60	12738
419	419	1/2	1/2	6/8	27	1	1/8		1/8	1		1	67	12733
419	419	1/2	1/2	6/8	21	1	1/8		1/8	1		3	81	12723
419	419	1/2	1/2	6/8	24	1	1/8		1/8	1		3	81	12728
419	419	5/8	5/8	6/8	16	1	1/8		1/8	1		1	43	12719
419	419	5/8	5/8	6/8	30	1	1/8		1/8	1		5	47	12744
419	419	5/8	5/8	6/8	29	1	1/8		1/8	1		5	59	12739
419	419	5/8	5/8	6/8	27	1	1/8		1/8	1		1	67	12734
419	419	5/8	5/8	6/8	21	1	1/8		1/8	1		5	83	12724
419	419	5/8	5/8	6/8	24	1	1/8		1/8	1		5	83	12729
420	420	0	0	6/8	30	1	1/8		1/8	1		3	45	12776
420	420	0	0	6/8	14	1	3/4		1/2	3/2		3	45	12754
420	420	0	0	6/8	16	1	1/4		1/4	1		0	48	12755
420	420	0	0	6/8	29	1	1/8		1/8	1		3	57	12770
420	420	0	0	6/8	7	1	3/4		1/2	3/2		3	57	12748
420	420	0	0	6/8	8	1	3/4		1/2	3/2		3	57	12749
420	420	0	0	6/8	9	1	3/4		1/2	3/2		3	57	12750
420	420	0	0	6/8	12	1	3/4		1/2	3/2		3	57	12752
420	420	0	0	6/8	13	1	3/4		1/2	3/2		3	57	12753
420	420	0	0	6/8	27	1	3/8		1/4	3/2		4	64	12768
420	420	0	0	6/8	3	1	3/4		1/2	3/2		3	69	12745
420	420	0	0	6/8	5	1	3/4		1/2	3/2		3	69	12747
420	420	0	0	6/8	11	1	3/4		1/2	3/2		3	69	12751
420	420	0	0	6/8	27	1	3/8		1/4	3/2		4	76	12768
420	420	0	0	6/8	3	1	3/4		1/2	3/2		3	81	12745
420	420	0	0	6/8	4	1	3/4		1/2	3/2		3	81	12746
420	420	0	0	6/8	21	1	1/8		1/8	1		0	84	12756
420	420	0	0	6/8	24	1	1/8		1/8	1		0	84	12762
420	420	1/8	1/8	6/8	30	1	1/8		1/8	1		5	47	12777
420	420	1/8	1/8	6/8	29	1	1/8		1/8	1		5	59	12771
420	420	1/8	1/8	6/8	21	1	1/8		1/8	1		5	83	12757
420	420	1/8	1/8	6/8	24	1	1/8		1/8	1		5	83	12763
420	420	1/4	1/4	6/8	30	1	1/8		1/8	1		0	48	12778
420	420	1/4	1/4	6/8	29	1	1/8		1/8	1		0	60	12772
420	420	1/4	1/4	6/8	21	1	1/8		1/8	1		3	81	12758
420	420	1/4	1/4	6/8	24	1	1/8		1/8	1		3	81	12764
420	420	3/8	3/8	6/8	30	1	1/8		1/8	1		5	47	12779
420	420	3/8	3/8	6/8	29	1	1/8		1/8	1		5	59	12773
420	420	3/8	3/8	6/8	27	1	3/8		1/4	3/2		4	64	12769
420	420	3/8	3/8	6/8	27	1	3/8		1/4	3/2		4	76	12769
420	420	3/8	3/8	6/8	21	1	1/8		1/8	1		1	79	12759
420	420	3/8	3/8	6/8	24	1	1/8		1/8	1		1	79	12765
420	420	1/2	1/2	6/8	30	1	1/8		1/8	1		3	45	12780
420	420	1/2	1/2	6/8	29	1	1/8		1/8	1		3	57	12774
420	420	1/2	1/2	6/8	21	1	1/8		1/8	1		-1	77	12760
420	420	1/2	1/2	6/8	24	1	1/8		1/8	1		-1	77	12766
420	420	5/8	5/8	6/8	30	1	1/8		1/8	1		1	43	12781
420	420	5/8	5/8	6/8	29	1	1/8		1/8	1		1	55	12775
420	420	5/8	5/8	6/8	21	1	1/8		1/8	1		4	76	12761
420	420	5/8	5/8	6/8	24	1	1/8		1/8	1		4	76	12767
421	421	0	0	6/8	30	1	1/8		1/8	1		-1	41	12814
421	421	0	0	6/8	14	1	3/4		1/2	3/2		3	45	12791
421	421	0	0	6/8	29	1	1/8		1/8	1		-1	53	12808
421	421	0	0	6/8	7	1	3/4		1/2	3/2		3	57	12785
421	421	0	0	6/8	8	1	3/4		1/2	3/2		3	57	12786
421	421	0	0	6/8	9	1	3/4		1/2	3/2		3	57	12787
421	421	0	0	6/8	12	1	3/4		1/2	3/2		3	57	12789
421	421	0	0	6/8	13	1	3/4		1/2	3/2		3	57	12790
421	421	0	0	6/8	27	1	3/8		1/4	3/2		-1	65	12804
421	421	0	0	6/8	3	1	3/4		1/2	3/2		3	69	12782
421	421	0	0	6/8	5	1	3/4		1/2	3/2		3	69	12784
421	421	0	0	6/8	11	1	3/4		1/2	3/2		3	69	12788
421	421	0	0	6/8	21	1	1/8		1/8	1		2	74	12792
421	421	0	0	6/8	24	1	1/8		1/8	1		2	74	12798
421	421	0	0	6/8	27	1	3/8		1/4	3/2		-1	77	12804
421	421	0	0	6/8	3	1	3/4		1/2	3/2		3	81	12782
421	421	0	0	6/8	4	1	3/4		1/2	3/2		3	81	12783
421	421	1/8	1/8	6/8	30	1	1/8		1/8	1		-1	29	12815
421	421	1/8	1/8	6/8	29	1	1/8		1/8	1		-1	41	12809
421	421	1/8	1/8	6/8	21	1	1/8		1/8	1		0	72	12793
421	421	1/8	1/8	6/8	24	1	1/8		1/8	1		0	72	12799
421	421	1/4	1/4	6/8	30	1	1/8		1/8	1		-1	41	12816
421	421	1/4	1/4	6/8	29	1	1/8		1/8	1		-1	53	12810
421	421	1/4	1/4	6/8	21	1	1/8		1/8	1		5	71	12794
421	421	1/4	1/4	6/8	24	1	1/8		1/8	1		5	71	12800
421	421	3/8	3/8	6/8	30	1	1/8		1/8	1		-1	41	12817
421	421	3/8	3/8	6/8	29	1	1/8		1/8	1		-1	53	12811
421	421	3/8	3/8	6/8	27	1	1/8		1/8	1		-1	65	12805
421	421	3/8	3/8	6/8	21	1	1/8		1/8	1		3	69	12795
421	421	3/8	3/8	6/8	24	1	1/8		1/8	1		3	69	12801
421	421	1/2	1/2	6/8	30	1	1/8		1/8	1		4	40	12818
421	421	1/2	1/2	6/8	29	1	1/8		1/8	1		4	52	12812
421	421	1/2	1/2	6/8	27	1	1/8		1/8	1		4	64	12806
421	421	1/2	1/2	6/8	21	1	1/8		1/8	1		1	67	12796
421	421	1/2	1/2	6/8	24	1	1/8		1/8	1		1	67	12802
421	421	5/8	5/8	6/8	30	1	1/8		1/8	1		2	38	12819
421	421	5/8	5/8	6/8	29	1	1/8		1/8	1		2	50	12813
421	421	5/8	5/8	6/8	27	1	1/8		1/8	1		2	62	12807
421	421	5/8	5/8	6/8	21	1	1/8		1/8	1		-1	65	12797
421	421	5/8	5/8	6/8	24	1	1/8		1/8	1		-1	65	12803
422	422	0	0	6/8	30	1	3/8		1/4	3/2		0	36	12871
422	422	0	0	6/8	29	1	3/8		1/4	3/2		0	48	12869
422	422	0	0	6/8	14	1	3/4		1/2	3/2		0	48	12841
422	422	0	0	6/8	27	1	1/8		1/8	1		0	60	12860
422	422	0	0	6/8	7	1	3/4		1/2	3/2		0	60	12835
422	422	0	0	6/8	8	1	3/4		1/2	3/2		0	60	12836
422	422	0	0	6/8	9	1	3/4		1/2	3/2		0	60	12837
422	422	0	0	6/8	12	1	3/4		1/2	3/2		0	60	12839
422	422	0	0	6/8	13	1	3/4		1/2	3/2		0	60	12840
422	422	0	0	6/8	21	1	1/8		1/8	1		4	64	12842
422	422	0	0	6/8	24	1	1/8		1/8	1		4	64	12851
422	422	0	0	6/8	3	1	3/4		1/2	3/2		0	72	12832
422	422	0	0	6/8	5	1	3/4		1/2	3/2		0	72	12834
422	422	0	0	6/8	11	1	3/4		1/2	3/2		0	72	12838
422	422	0	0	6/8	3	1	3/4		1/2	3/2		0	84	12832
422	422	0	0	6/8	4	1	3/4		1/2	3/2		0	84	12833
422	422	1/8	1/8	6/8	27	1	1/8		1/8	1		5	59	12861
422	422	1/8	1/8	6/8	21	1	1/8		1/8	1		2	62	12843
422	422	1/8	1/8	6/8	24	1	1/8		1/8	1		2	62	12852
422	422	1/4	1/4	6/8	21	1	1/8		1/8	1		0	60	12844
422	422	1/4	1/4	6/8	24	1	1/8		1/8	1		0	60	12853
422	422	1/4	1/4	6/8	27	1	1/8		1/8	1		0	60	12862
422	422	3/8	3/8	6/8	30	1	3/8		1/4	3/2		0	36	12872
422	422	3/8	3/8	6/8	29	1	3/8		1/4	3/2		0	48	12870
422	422	3/8	3/8	6/8	24	1	1/16		1/16	1		1	55	12854
422	422	3/8	3/8	6/8	27	1	1/16		1/16	1		1	55	12863
422	422	3/8	3/8	6/8	1	1	1/16		1/16	1		1	67	12820
422	422	3/8	3/8	6/8	21	1	1/16		1/16	1		1	67	12845
422	422	3/8	3/8	6/8	2	1	1/16		1/16	1		1	79	12826
422	422	7/16	7/16	6/8	24	1	1/16		1/16	1		3	57	12855
422	422	7/16	7/16	6/8	27	1	1/16		1/16	1		3	57	12864
422	422	7/16	7/16	6/8	1	1	1/16		1/16	1		3	69	12821
422	422	7/16	7/16	6/8	21	1	1/16		1/16	1		3	69	12846
422	422	7/16	7/16	6/8	2	1	1/16		1/16	1		3	81	12827
422	422	1/2	1/2	6/8	24	1	1/16		1/16	1		5	59	12856
422	422	1/2	1/2	6/8	27	1	1/16		1/16	1		5	59	12865
422	422	1/2	1/2	6/8	1	1	1/16		1/16	1		5	71	12822
422	422	1/2	1/2	6/8	21	1	1/16		1/16	1		5	71	12847
422	422	1/2	1/2	6/8	2	1	1/16		1/16	1		5	83	12828
422	422	9/16	9/16	6/8	24	1	1/16		1/16	1		0	60	12857
422	422	9/16	9/16	6/8	27	1	1/16		1/16	1		0	60	12866
422	422	9/16	9/16	6/8	1	1	1/16		1/16	1		0	72	12823
422	422	9/16	9/16	6/8	21	1	1/16		1/16	1		0	72	12848
422	422	9/16	9/16	6/8	2	1	1/16		1/16	1		0	84	12829
422	422	5/8	5/8	6/8	24	1	1/16		1/16	1		2	62	12858
422	422	5/8	5/8	6/8	27	1	1/16		1/16	1		2	62	12867
422	422	5/8	5/8	6/8	1	1	1/16		1/16	1		2	74	12824
422	422	5/8	5/8	6/8	21	1	1/16		1/16	1		2	74	12849
422	422	5/8	5/8	6/8	2	1	1/16		1/16	1		2	86	12830
422	422	11/16	11/16	6/8	24	1	1/16		1/16	1		4	64	12859
422	422	11/16	11/16	6/8	27	1	1/16		1/16	1		4	64	12868
422	422	11/16	11/16	6/8	1	1	1/16		1/16	1		4	76	12825
422	422	11/16	11/16	6/8	21	1	1/16		1/16	1		4	76	12850
422	422	11/16	11/16	6/8	2	1	1/16		1/16	1		4	88	12831
423	423	0	0	6/8	30	1	3/8		1/4	3/2		5	35	12944
423	423	0	0	6/8	29	1	3/8		1/4	3/2		5	47	12942
423	423	0	0	6/8	14	1	3/4		1/2	3/2		2	50	12905
423	423	0	0	6/8	8	1	3/4		1/2	3/2		2	62	12900
423	423	0	0	6/8	9	1	3/4		1/2	3/2		2	62	12901
423	423	0	0	6/8	12	1	3/4		1/2	3/2		2	62	12903
423	423	0	0	6/8	13	1	3/4		1/2	3/2		2	62	12904
423	423	0	0	6/8	24	1	1/16		1/16	1		-1	65	12918
423	423	0	0	6/8	27	1	1/16		1/16	1		-1	65	12930
423	423	0	0	6/8	3	1	3/4		1/2	3/2		2	74	12897
423	423	0	0	6/8	5	1	3/4		1/2	3/2		2	74	12899
423	423	0	0	6/8	11	1	3/4		1/2	3/2		2	74	12902
423	423	0	0	6/8	1	1	1/16		1/16	1		-1	77	12873
423	423	0	0	6/8	21	1	1/16		1/16	1		-1	77	12906
423	423	0	0	6/8	3	1	3/4		1/2	3/2		2	86	12897
423	423	0	0	6/8	4	1	3/4		1/2	3/2		2	86	12898
423	423	0	0	6/8	2	1	1/16		1/16	1		-1	89	12885
423	423	1/16	1/16	6/8	24	1	1/16		1/16	1		4	64	12919
423	423	1/16	1/16	6/8	27	1	1/16		1/16	1		4	64	12931
423	423	1/16	1/16	6/8	1	1	1/16		1/16	1		4	76	12874
423	423	1/16	1/16	6/8	21	1	1/16		1/16	1		4	76	12907
423	423	1/16	1/16	6/8	2	1	1/16		1/16	1		4	88	12886
423	423	1/8	1/8	6/8	24	1	1/16		1/16	1		2	62	12920
423	423	1/8	1/8	6/8	27	1	1/16		1/16	1		2	62	12932
423	423	1/8	1/8	6/8	1	1	1/16		1/16	1		2	74	12875
423	423	1/8	1/8	6/8	21	1	1/16		1/16	1		2	74	12908
423	423	1/8	1/8	6/8	2	1	1/16		1/16	1		2	86	12887
423	423	3/16	3/16	6/8	24	1	1/16		1/16	1		0	60	12921
423	423	3/16	3/16	6/8	27	1	1/16		1/16	1		0	60	12933
423	423	3/16	3/16	6/8	1	1	1/16		1/16	1		0	72	12876
423	423	3/16	3/16	6/8	21	1	1/16		1/16	1		0	72	12909
423	423	3/16	3/16	6/8	2	1	1/16		1/16	1		0	84	12888
423	423	1/4	1/4	6/8	24	1	1/16		1/16	1		5	59	12922
423	423	1/4	1/4	6/8	27	1	1/16		1/16	1		5	59	12934
423	423	1/4	1/4	6/8	1	1	1/16		1/16	1		5	71	12877
423	423	1/4	1/4	6/8	21	1	1/16		1/16	1		5	71	12910
423	423	1/4	1/4	6/8	2	1	1/16		1/16	1		5	83	12889
423	423	5/16	5/16	6/8	24	1	1/16		1/16	1		0	60	12923
423	423	5/16	5/16	6/8	27	1	1/16		1/16	1		0	60	12935
423	423	5/16	5/16	6/8	1	1	1/16		1/16	1		0	72	12878
423	423	5/16	5/16	6/8	21	1	1/16		1/16	1		0	72	12911
423	423	5/16	5/16	6/8	2	1	1/16		1/16	1		0	84	12890
423	423	3/8	3/8	6/8	30	1	3/8		1/4	3/2		1	31	12945
423	423	3/8	3/8	6/8	29	1	3/8		1/4	3/2		1	43	12943
423	423	3/8	3/8	6/8	24	1	1/16		1/16	1		2	62	12924
423	423	3/8	3/8	6/8	27	1	1/16		1/16	1		2	62	12936
423	423	3/8	3/8	6/8	1	1	1/16		1/16	1		2	74	12879
423	423	3/8	3/8	6/8	21	1	1/16		1/16	1		2	74	12912
423	423	3/8	3/8	6/8	2	1	1/16		1/16	1		2	86	12891
423	423	7/16	7/16	6/8	24	1	1/16		1/16	1		4	64	12925
423	423	7/16	7/16	6/8	27	1	1/16		1/16	1		4	64	12937
423	423	7/16	7/16	6/8	1	1	1/16		1/16	1		4	76	12880
423	423	7/16	7/16	6/8	21	1	1/16		1/16	1		4	76	12913
423	423	7/16	7/16	6/8	2	1	1/16		1/16	1		4	88	12892
423	423	1/2	1/2	6/8	24	1	1/16		1/16	1		-1	65	12926
423	423	1/2	1/2	6/8	27	1	1/16		1/16	1		-1	65	12938
423	423	1/2	1/2	6/8	1	1	1/16		1/16	1		-1	77	12881
423	423	1/2	1/2	6/8	21	1	1/16		1/16	1		-1	77	12914
423	423	1/2	1/2	6/8	2	1	1/16		1/16	1		-1	89	12893
423	423	9/16	9/16	6/8	24	1	1/16		1/16	1		1	67	12927
423	423	9/16	9/16	6/8	27	1	1/16		1/16	1		1	67	12939
423	423	9/16	9/16	6/8	1	1	1/16		1/16	1		1	79	12882
423	423	9/16	9/16	6/8	21	1	1/16		1/16	1		1	79	12915
423	423	9/16	9/16	6/8	2	1	1/16		1/16	1		1	91	12894
423	423	5/8	5/8	6/8	24	1	1/16		1/16	1		3	69	12928
423	423	5/8	5/8	6/8	27	1	1/16		1/16	1		3	69	12940
423	423	5/8	5/8	6/8	1	1	1/16		1/16	1		3	81	12883
423	423	5/8	5/8	6/8	21	1	1/16		1/16	1		3	81	12916
423	423	5/8	5/8	6/8	2	1	1/16		1/16	1		3	93	12895
423	423	11/16	11/16	6/8	24	1	1/16		1/16	1		5	71	12929
423	423	11/16	11/16	6/8	27	1	1/16		1/16	1		5	71	12941
423	423	11/16	11/16	6/8	1	1	1/16		1/16	1		5	83	12884
423	423	11/16	11/16	6/8	21	1	1/16		1/16	1		5	83	12917
423	423	11/16	11/16	6/8	2	1	1/16		1/16	1		5	95	12896
424	424	0	0	6/8	30	1	3/8		1/4	3/2		0	36	13017
424	424	0	0	6/8	29	1	3/8		1/4	3/2		0	48	13015
424	424	0	0	6/8	14	1	3/4		1/2	3/2		4	52	12978
424	424	0	0	6/8	8	1	3/4		1/2	3/2		4	64	12973
424	424	0	0	6/8	9	1	3/4		1/2	3/2		4	64	12974
424	424	0	0	6/8	12	1	3/4		1/2	3/2		4	64	12976
424	424	0	0	6/8	13	1	3/4		1/2	3/2		4	64	12977
424	424	0	0	6/8	24	1	1/16		1/16	1		0	72	12991
424	424	0	0	6/8	27	1	1/16		1/16	1		0	72	13003
424	424	0	0	6/8	3	1	3/4		1/2	3/2		4	76	12970
424	424	0	0	6/8	5	1	3/4		1/2	3/2		4	76	12972
424	424	0	0	6/8	11	1	3/4		1/2	3/2		4	76	12975
424	424	0	0	6/8	1	1	1/16		1/16	1		0	84	12946
424	424	0	0	6/8	21	1	1/16		1/16	1		0	84	12979
424	424	0	0	6/8	3	1	3/4		1/2	3/2		4	88	12970
424	424	0	0	6/8	4	1	3/4		1/2	3/2		4	88	12971
424	424	0	0	6/8	2	1	1/16		1/16	1		0	96	12958
424	424	1/16	1/16	6/8	24	1	1/16		1/16	1		5	71	12992
424	424	1/16	1/16	6/8	27	1	1/16		1/16	1		5	71	13004
424	424	1/16	1/16	6/8	1	1	1/16		1/16	1		5	83	12947
424	424	1/16	1/16	6/8	21	1	1/16		1/16	1		5	83	12980
424	424	1/16	1/16	6/8	2	1	1/16		1/16	1		5	95	12959
424	424	1/8	1/8	6/8	24	1	1/16		1/16	1		3	69	12993
424	424	1/8	1/8	6/8	27	1	1/16		1/16	1		3	69	13005
424	424	1/8	1/8	6/8	1	1	1/16		1/16	1		3	81	12948
424	424	1/8	1/8	6/8	21	1	1/16		1/16	1		3	81	12981
424	424	1/8	1/8	6/8	2	1	1/16		1/16	1		3	93	12960
424	424	3/16	3/16	6/8	24	1	1/16		1/16	1		1	67	12994
424	424	3/16	3/16	6/8	27	1	1/16		1/16	1		1	67	13006
424	424	3/16	3/16	6/8	1	1	1/16		1/16	1		1	79	12949
424	424	3/16	3/16	6/8	21	1	1/16		1/16	1		1	79	12982
424	424	3/16	3/16	6/8	2	1	1/16		1/16	1		1	91	12961
424	424	1/4	1/4	6/8	24	1	1/16		1/16	1		-1	65	12995
424	424	1/4	1/4	6/8	27	1	1/16		1/16	1		-1	65	13007
424	424	1/4	1/4	6/8	1	1	1/16		1/16	1		-1	77	12950
424	424	1/4	1/4	6/8	21	1	1/16		1/16	1		-1	77	12983
424	424	1/4	1/4	6/8	2	1	1/16		1/16	1		-1	89	12962
424	424	5/16	5/16	6/8	24	1	1/16		1/16	1		4	64	12996
424	424	5/16	5/16	6/8	27	1	1/16		1/16	1		4	64	13008
424	424	5/16	5/16	6/8	1	1	1/16		1/16	1		4	76	12951
424	424	5/16	5/16	6/8	21	1	1/16		1/16	1		4	76	12984
424	424	5/16	5/16	6/8	2	1	1/16		1/16	1		4	88	12963
424	424	3/8	3/8	6/8	30	1	3/8		1/4	3/2		0	36	13018
424	424	3/8	3/8	6/8	29	1	3/8		1/4	3/2		0	48	13016
424	424	3/8	3/8	6/8	24	1	1/16		1/16	1		4	76	12997
424	424	3/8	3/8	6/8	27	1	1/16		1/16	1		4	76	13009
424	424	3/8	3/8	6/8	1	1	1/16		1/16	1		4	88	12952
424	424	3/8	3/8	6/8	21	1	1/16		1/16	1		4	88	12985
424	424	3/8	3/8	6/8	2	1	1/16		1/16	1		4	100	12964
424	424	7/16	7/16	6/8	24	1	1/16		1/16	1		2	74	12998
424	424	7/16	7/16	6/8	27	1	1/16		1/16	1		2	74	13010
424	424	7/16	7/16	6/8	1	1	1/16		1/16	1		2	86	12953
424	424	7/16	7/16	6/8	21	1	1/16		1/16	1		2	86	12986
424	424	7/16	7/16	6/8	2	1	1/16		1/16	1		2	98	12965
424	424	1/2	1/2	6/8	24	1	1/16		1/16	1		0	72	12999
424	424	1/2	1/2	6/8	27	1	1/16		1/16	1		0	72	13011
424	424	1/2	1/2	6/8	1	1	1/16		1/16	1		0	84	12954
424	424	1/2	1/2	6/8	21	1	1/16		1/16	1		0	84	12987
424	424	1/2	1/2	6/8	2	1	1/16		1/16	1		0	96	12966
424	424	9/16	9/16	6/8	24	1	1/16		1/16	1		5	71	13000
424	424	9/16	9/16	6/8	27	1	1/16		1/16	1		5	71	13012
424	424	9/16	9/16	6/8	1	1	1/16		1/16	1		5	83	12955
424	424	9/16	9/16	6/8	21	1	1/16		1/16	1		5	83	12988
424	424	9/16	9/16	6/8	2	1	1/16		1/16	1		5	95	12967
424	424	5/8	5/8	6/8	24	1	1/16		1/16	1		3	69	13001
424	424	5/8	5/8	6/8	27	1	1/16		1/16	1		3	69	13013
424	424	5/8	5/8	6/8	1	1	1/16		1/16	1		3	81	12956
424	424	5/8	5/8	6/8	21	1	1/16		1/16	1		3	81	12989
424	424	5/8	5/8	6/8	2	1	1/16		1/16	1		3	93	12968
424	424	11/16	11/16	6/8	24	1	1/16		1/16	1		1	67	13002
424	424	11/16	11/16	6/8	27	1	1/16		1/16	1		1	67	13014
424	424	11/16	11/16	6/8	1	1	1/16		1/16	1		1	79	12957
424	424	11/16	11/16	6/8	21	1	1/16		1/16	1		1	79	12990
424	424	11/16	11/16	6/8	2	1	1/16		1/16	1		1	91	12969
425	425	0	0	6/8	30	1	3/8		1/4	3/2		3	33	13090
425	425	0	0	6/8	29	1	3/8		1/4	3/2		3	45	13088
425	425	0	0	6/8	14	1	3/4		1/2	3/2		4	52	13051
